transcript	chr	strand	start	end	exon	gene
NM_001029939.3	chr8	-	134478481	134657720	17	ZFAT
NM_001029976.2	chr8	-	144930737	144946206	4	ZNF16
NM_001031836.2	chr8	+	36784410	36935920	27	KCNU1
NM_001032282.3	chr8	-	102650131	102653472	4	KLF10
NM_001033017.2	chr8	+	11982320	11984590	2	DEFB135
NM_001033018.2	chr8	-	11973936	11974599	2	DEFB136
NM_001033578.2	chr8	+	66793736	66859581	17	SGK3
NM_001033723.2	chr8	-	80641365	80821594	9	ZNF704
NM_001034915.2	chr8	+	94641318	94696926	16	ESRP1
NM_001037668.1	chr8	-	7811807	7815628	2	DEFB107A
NM_001037804.1	chr8	-	12310961	12318316	2	DEFB130
NM_001039112.2	chr8	+	123955998	124119790	41	FER1L6
NM_001039615.3	chr8	+	12108193	12113158	7	ZNF705D
NM_001040032.1	chr8	+	10672665	10700471	4	C8orf74
NM_001040092.2	chr8	-	119557520	119638780	25	ENPP2
NM_001040613.2	chr8	+	73976281	73978869	3	TMEM70
NM_001040624.1	chr8	-	101689308	101719629	8	NCALD
NM_001040625.1	chr8	-	101689308	101719629	7	NCALD
NM_001040626.1	chr8	-	101689308	101719629	7	NCALD
NM_001040627.1	chr8	-	101689308	101719629	6	NCALD
NM_001040628.1	chr8	-	101689308	101719629	8	NCALD
NM_001040629.1	chr8	-	101689308	101719629	7	NCALD
NM_001040630.1	chr8	-	101689308	101719629	6	NCALD
NM_001040702.1	chr8	-	7470355	7475068	2	DEFB104B
NM_001040703.2	chr8	+	7487720	7489551	3	DEFB105B
NM_001040704.1	chr8	-	7482603	7486382	2	DEFB106B
NM_001040705.1	chr8	+	7495933	7509223	2	DEFB107B
NM_001040708.1	chr8	-	79765187	79767663	5	HEY1
NM_001040875.2	chr8	+	74351360	74364367	6	GDAP1
NM_001042415.2	chr8	+	240895	246362	6	ZNF596
NM_001042416.2	chr8	+	240895	246362	6	ZNF596
NM_001042500.1	chr8	-	6996886	6997751	3	DEFA1B
NM_001042510.1	chr8	-	101200001	101201741	5	ZNF706
NM_001045556.2	chr8	-	133038523	133060160	9	SLA
NM_001045557.2	chr8	-	133038523	133102563	8	SLA
NM_001077527.2	chr8	-	142658854	142666058	3	JRK
NM_001077619.1	chr8	+	58411385	58447551	8	UBXN2B
NM_001079867.1	chr8	-	76983260	76984178	3	PEX2
NM_001080394.3	chr8	+	47260958	47735450	20	SPIDR
NM_001080399.2	chr8	-	132024480	132055026	14	OC90
NM_001080416.3	chr8	-	66564696	66612838	16	MYBL1
NM_001080431.2	chr8	-	141211441	141228266	8	SLC45A4
NM_001080514.2	chr8	+	144266613	144268142	2	SCX
NM_001080526.1	chr8	-	81458382	81461523	4	FABP9
NM_001080826.2	chr8	-	8318153	8381747	5	SGK223
NM_001081003.2	chr8	-	144850663	144851338	2	COMMD5
NM_001081004.2	chr8	-	144850663	144851338	2	COMMD5
NM_001081551.3	chr8	+	7881421	7882568	2	DEFB103A
NM_001081552.2	chr8	+	7848046	7863535	4	SPAG11A
NM_001081640.1	chr8	-	47774172	47960126	85	PRKDC
NM_001081675.2	chr8	-	123645738	123652926	3	KLHL38
NM_001082480.2	chr8	+	143649992	143651483	2	ZNF623
NM_001083111.1	chr8	-	25419418	25423330	4	GNRH1
NM_001083537.1	chr8	-	12183605	12194070	7	FAM86B1
NM_001083588.1	chr8	+	85177420	85213862	8	E2F5
NM_001083589.1	chr8	+	85203232	85213862	8	E2F5
NM_001083617.1	chr8	-	52623781	52685469	24	RB1CC1
NM_001099280.2	chr8	+	144163826	144213121	13	MROH1
NM_001099281.2	chr8	+	144163826	144213121	12	MROH1
NM_001099335.1	chr8	-	22221352	22228357	6	PHYHIP
NM_001099670.2	chr8	-	85214559	85217499	5	C8orf59
NM_001099671.2	chr8	-	85214559	85217499	5	C8orf59
NM_001099672.2	chr8	-	85214559	85217499	5	C8orf59
NM_001099673.2	chr8	-	85214559	85217499	4	C8orf59
NM_001099677.1	chr8	+	13021057	13022044	2	KIAA1456
NM_001099743.1	chr8	-	109574905	109644659	8	SYBU
NM_001099744.1	chr8	-	109574905	109644659	8	SYBU
NM_001099745.1	chr8	-	109574905	109644659	8	SYBU
NM_001099746.1	chr8	-	109574905	109618911	6	SYBU
NM_001099747.1	chr8	-	109574905	109644659	8	SYBU
NM_001099748.1	chr8	-	109574905	109644659	8	SYBU
NM_001099749.1	chr8	-	109574905	109618911	6	SYBU
NM_001099750.1	chr8	-	109574905	109644659	9	SYBU
NM_001099751.1	chr8	-	109574905	109644659	8	SYBU
NM_001099752.1	chr8	-	109574905	109644659	8	SYBU
NM_001099753.1	chr8	-	109574905	109644659	7	SYBU
NM_001099754.1	chr8	-	109574905	109644659	7	SYBU
NM_001099755.1	chr8	-	109574905	109618911	6	SYBU
NM_001099756.1	chr8	-	109574905	109642947	6	SYBU
NM_001100117.2	chr8	+	103500886	104251820	24	RIMS2
NM_001100391.1	chr8	+	84184998	84920911	9	RALYL
NM_001100392.1	chr8	+	84529321	84920911	10	RALYL
NM_001100393.1	chr8	+	84529321	84920911	9	RALYL
NM_001100598.1	chr8	+	143690108	143694530	6	ZNF707
NM_001100599.1	chr8	+	143690108	143694530	5	ZNF707
NM_001100878.1	chr8	-	143567238	143572714	14	MROH6
NM_001100916.1	chr8	-	30131942	30144601	3	MBOAT4
NM_001101676.1	chr8	-	118197709	118621816	5	SAMD12
NM_001102401.2	chr8	-	33499172	33512613	8	TTI2
NM_001102559.1	chr8	-	38264443	38269199	7	PLPP5
NM_001102560.1	chr8	-	38267198	38269199	5	PLPP5
NM_001105214.2	chr8	+	38107047	38139071	16	ASH2L
NM_001105281.1	chr8	-	81525045	81531315	4	FABP12
NM_001105539.2	chr8	+	80486810	80519528	6	ZBTB10
NM_001105541.1	chr8	+	24915652	24918606	3	NEFM
NM_001109689.3	chr8	-	144881514	144890349	6	ZNF250
NM_001111097.2	chr8	+	55941859	56010110	13	LYN
NM_001114135.4	chr8	+	22066875	22081463	16	DMTN
NM_001114136.2	chr8	+	22066875	22081463	16	DMTN
NM_001114137.3	chr8	+	22066875	22081463	15	DMTN
NM_001114138.2	chr8	+	22066875	22081463	15	DMTN
NM_001114139.3	chr8	+	22066875	22081463	14	DMTN
NM_001114634.1	chr8	-	56166242	56168269	4	PLAG1
NM_001114635.1	chr8	-	56166242	56167499	3	PLAG1
NM_001115.2	chr8	-	130780389	131040333	18	ADCY8
NM_001118887.1	chr8	-	6503100	6562934	9	ANGPT2
NM_001118888.1	chr8	-	6503100	6562934	8	ANGPT2
NM_001122824.1	chr8	+	38787582	38848023	11	TACC1
NM_001122825.1	chr8	+	94641318	94705931	14	ESRP1
NM_001122826.1	chr8	+	94641318	94705945	15	ESRP1
NM_001122827.1	chr8	+	94641318	94705931	14	ESRP1
NM_001126111.2	chr8	+	89902793	89925532	6	OSGIN2
NM_001127213.1	chr8	+	143020939	143021789	4	LY6E
NM_001127505.2	chr8	-	18057533	18084801	14	ASAH1
NM_001128204.1	chr8	+	69563975	69658535	22	SULF1
NM_001128205.1	chr8	+	69563975	69658535	23	SULF1
NM_001128206.1	chr8	+	69563975	69658535	22	SULF1
NM_001128208.1	chr8	+	30095512	30137502	4	LEPROTL1
NM_001128211.1	chr8	-	109243008	109329835	10	NUDCD1
NM_001128431.2	chr8	+	22404710	22419698	9	SLC39A14
NM_001128829.3	chr8	-	85328559	85341635	9	CA1
NM_001128830.3	chr8	-	85328559	85341635	9	CA1
NM_001128831.3	chr8	-	85328559	85341635	8	CA1
NM_001128930.2	chr8	-	23432925	23449900	13	ENTPD4
NM_001129888.1	chr8	-	144464126	144464901	3	CYHR1
NM_001129890.1	chr8	+	91102661	91219000	8	LRRC69
NM_001130053.2	chr8	-	143579791	143590081	10	EEF1D
NM_001130055.2	chr8	-	143579791	143586845	9	EEF1D
NM_001130056.2	chr8	-	143579791	143586845	7	EEF1D
NM_001130057.2	chr8	-	143579791	143586845	8	EEF1D
NM_001130478.1	chr8	-	143158249	143160199	5	LY6H
NM_001130518.1	chr8	-	19405779	19505834	10	CSGALNACT1
NM_001130863.2	chr8	-	119557520	119638780	26	ENPP2
NM_001134296.1	chr8	+	42154687	42169061	10	AP3M2
NM_001134374.1	chr8	+	144012515	144046646	4	SPATC1
NM_001134671.2	chr8	-	123015446	123042122	8	DERL1
NM_001135153.1	chr8	+	22404710	22419698	9	SLC39A14
NM_001135154.1	chr8	+	22404710	22434004	9	SLC39A14
NM_001135242.1	chr8	-	133238877	133284311	16	NDRG1
NM_001135655.1	chr8	-	143158249	143160199	4	LY6H
NM_001135670.2	chr8	+	10054516	10428312	5	MSRA
NM_001135671.2	chr8	+	10096030	10428312	6	MSRA
NM_001135674.1	chr8	+	42546472	42552608	4	SMIM19
NM_001135675.1	chr8	+	42546472	42552608	4	SMIM19
NM_001135676.1	chr8	+	42546472	42552608	4	SMIM19
NM_001135690.2	chr8	-	56441271	56445953	4	PENK
NM_001135691.2	chr8	-	20145762	20180964	17	SLC18A1
NM_001135694.2	chr8	+	42394211	42405462	11	VDAC3
NM_001135699.1	chr8	-	100920692	100948889	6	YWHAZ
NM_001135700.1	chr8	-	100920692	100948889	6	YWHAZ
NM_001135701.1	chr8	-	100920692	100948889	6	YWHAZ
NM_001135702.1	chr8	-	100920692	100948889	6	YWHAZ
NM_001135703.2	chr8	-	104490672	104588897	6	LRP12
NM_001135721.1	chr8	+	22279386	22355505	23	PIWIL2
NM_001135726.2	chr8	+	28963867	29051155	10	HMBOX1
NM_001135731.1	chr8	-	40532222	40825676	6	ZMAT4
NM_001135733.1	chr8	-	94932085	94940941	5	TP53INP1
NM_001135746.1	chr8	+	11771447	11786273	5	NEIL2
NM_001135747.1	chr8	+	11779642	11786273	4	NEIL2
NM_001135748.1	chr8	+	11771447	11786273	5	NEIL2
NM_001136033.2	chr8	-	143816519	143821895	12	PUF60
NM_001136108.2	chr8	+	23288523	23296097	8	R3HCC1
NM_001136160.1	chr8	+	66874140	66905355	14	MCMDC2
NM_001136161.1	chr8	+	66874140	66901352	13	MCMDC2
NM_001136271.2	chr8	-	23702450	23706598	2	NKX2-6
NM_001137610.1	chr8	-	12425888	12436343	8	FAM86B2
NM_001142301.1	chr8	+	93758547	93816452	29	TMEM67
NM_001142324.1	chr8	-	20145762	20180964	16	SLC18A1
NM_001142325.1	chr8	-	20145787	20180964	16	SLC18A1
NM_001142445.1	chr8	-	41655726	41665023	4	ANK1
NM_001142446.1	chr8	-	41655726	41896480	43	ANK1
NM_001142462.2	chr8	+	98948952	98951701	4	OSR2
NM_001142857.1	chr8	-	48724741	48735151	6	EFCAB1
NM_001144663.1	chr8	-	94128239	94194685	18	CDH17
NM_001144755.2	chr8	-	66564696	66612838	15	MYBL1
NM_001144772.1	chr8	-	58584105	58659346	31	NSMAF
NM_001144878.1	chr8	-	81659350	81685915	10	IMPA1
NM_001144879.1	chr8	-	81660527	81681560	8	IMPA1
NM_001145088.1	chr8	+	123072769	123151939	20	TBC1D31
NM_001145095.1	chr8	-	132063994	132105265	16	HHLA1
NM_001145152.1	chr8	+	17247244	17286427	11	VPS37A
NM_001145153.1	chr8	-	132710966	132758879	9	TMEM71
NM_001145159.2	chr8	-	28768145	28889882	16	INTS9
NM_001145271.1	chr8	+	24393291	24405298	15	ADAMDEC1
NM_001145272.1	chr8	+	24393291	24405298	13	ADAMDEC1
NM_001145838.1	chr8	+	65669952	65709044	6	MTFR1
NM_001145839.1	chr8	+	65669952	65708125	7	MTFR1
NM_001145860.1	chr8	+	98123337	98158271	16	POP1
NM_001145861.1	chr8	+	98123337	98158271	16	POP1
NM_001146.4	chr8	-	107251854	107497558	9	ANGPT1
NM_001146008.1	chr8	-	69673286	69832673	8	SLCO5A1
NM_001146009.1	chr8	-	69672868	69832673	8	SLCO5A1
NM_001146160.1	chr8	-	124488593	124518878	10	TATDN1
NM_001146216.2	chr8	+	38819829	38848023	13	TACC1
NM_001146227.1	chr8	-	56069737	56074383	6	RPS20
NM_001146273.1	chr8	-	90625670	90645905	2	TMEM64
NM_001147.2	chr8	-	6503100	6562934	9	ANGPT2
NM_001159542.1	chr8	+	127415866	127416946	1	POU5F1B
NM_001159995.2	chr8	+	31639394	32764402	12	NRG1
NM_001159996.2	chr8	+	32722002	32763338	9	NRG1
NM_001159999.2	chr8	+	31639394	32764402	13	NRG1
NM_001160001.2	chr8	+	31639394	32764402	11	NRG1
NM_001160002.1	chr8	+	32548726	32728082	5	NRG1
NM_001160004.2	chr8	+	32548726	32763338	13	NRG1
NM_001160005.1	chr8	+	32548726	32742768	5	NRG1
NM_001160007.1	chr8	+	32548726	32728082	4	NRG1
NM_001160008.1	chr8	+	32548726	32760410	11	NRG1
NM_001160036.1	chr8	+	22994583	23017469	12	RHOBTB2
NM_001160037.1	chr8	+	22995871	23017469	10	RHOBTB2
NM_001160170.3	chr8	+	18222047	18222920	5	NAT1
NM_001160171.3	chr8	+	18222047	18222920	4	NAT1
NM_001160172.3	chr8	+	18222047	18222920	5	NAT1
NM_001160173.3	chr8	+	18222047	18222920	4	NAT1
NM_001160174.2	chr8	+	18222047	18222920	1	NAT1
NM_001160175.3	chr8	+	18216893	18222920	5	NAT1
NM_001160176.3	chr8	+	18216893	18222920	4	NAT1
NM_001160179.2	chr8	+	18222047	18222920	5	NAT1
NM_001160223.1	chr8	-	42856158	42887864	7	RNF170
NM_001160224.1	chr8	-	42850790	42887864	6	RNF170
NM_001160225.1	chr8	-	42856158	42870073	7	RNF170
NM_001160354.1	chr8	+	142700527	142702989	3	LY6K
NM_001160355.1	chr8	+	142700527	142703223	3	LY6K
NM_001160372.3	chr8	-	139731060	140451373	23	TRAPPC9
NM_001161779.1	chr8	+	93917914	93923673	3	PDP1
NM_001161780.1	chr8	+	93917914	93923673	3	PDP1
NM_001161781.1	chr8	+	93922059	93923673	2	PDP1
NM_001162914.1	chr8	-	143706693	143708109	2	CCDC166
NM_001164232.1	chr8	+	38232994	38260121	18	DDHD2
NM_001164234.1	chr8	+	38232994	38238271	5	DDHD2
NM_001164271.1	chr8	-	13085810	13102822	14	DLC1
NM_001164380.1	chr8	-	73421371	73709145	15	STAU2
NM_001164381.1	chr8	-	73421371	73738301	14	STAU2
NM_001164382.1	chr8	-	73421371	73673204	14	STAU2
NM_001164383.1	chr8	-	73421371	73617345	10	STAU2
NM_001164384.1	chr8	-	73552005	73738301	11	STAU2
NM_001164385.1	chr8	-	73552005	73688813	10	STAU2
NM_001164457.1	chr8	-	7357975	7362946	5	ZNF705G
NM_001164615.1	chr8	+	103300107	103331509	7	FZD6
NM_001164616.1	chr8	+	103300203	103331509	8	FZD6
NM_001164623.1	chr8	-	140532043	140635506	18	AGO2
NM_001164750.1	chr8	-	61503358	61689688	25	ASPH
NM_001164751.1	chr8	-	61626272	61689688	15	ASPH
NM_001164752.1	chr8	-	61626272	61689688	14	ASPH
NM_001164753.1	chr8	-	61626272	61689688	14	ASPH
NM_001164754.1	chr8	-	61626272	61714371	13	ASPH
NM_001164755.1	chr8	-	61626272	61714371	13	ASPH
NM_001164756.1	chr8	-	61676074	61714371	5	ASPH
NM_001164771.1	chr8	+	17538824	17565146	12	SLC7A2
NM_001164830.1	chr8	-	85328559	85341635	7	CA1
NM_001165038.1	chr8	-	21693277	21788159	8	GFRA2
NM_001165039.1	chr8	-	21693277	21788159	7	GFRA2
NM_001166237.1	chr8	+	143559335	143562904	14	GSDMD
NM_001166393.1	chr8	-	17645925	17715785	12	MTUS1
NM_001167583.2	chr8	-	134478481	134657720	16	ZFAT
NM_001170796.1	chr8	-	81702694	81721281	8	ZFAND1
NM_001170797.1	chr8	-	81702920	81721281	7	ZFAND1
NM_001170806.1	chr8	+	98064669	98093333	2	ERICH5
NM_001171795.1	chr8	-	92886621	92916989	5	TRIQK
NM_001171796.1	chr8	-	92886621	92916989	6	TRIQK
NM_001171797.1	chr8	-	92886621	92916989	5	TRIQK
NM_001171798.1	chr8	-	92886621	92916989	5	TRIQK
NM_001171799.1	chr8	-	92886621	92916989	4	TRIQK
NM_001172086.1	chr8	-	76983260	76984178	5	PEX2
NM_001172087.1	chr8	-	76983260	76984178	3	PEX2
NM_001172357.1	chr8	+	22161828	22164041	5	SFTPC
NM_001172410.1	chr8	+	22161828	22164041	6	SFTPC
NM_001172477.1	chr8	-	102208132	102238822	9	RRM2B
NM_001172478.1	chr8	-	102208132	102238874	8	RRM2B
NM_001172562.1	chr8	-	28768145	28859500	17	INTS9
NM_001172574.1	chr8	+	6406667	6445555	8	MCPH1
NM_001172575.1	chr8	+	6406667	6445555	7	MCPH1
NM_001172811.1	chr8	+	117147029	117172681	10	SLC30A8
NM_001172813.1	chr8	+	117147029	117172681	11	SLC30A8
NM_001172814.1	chr8	+	117147029	117172681	9	SLC30A8
NM_001172815.2	chr8	+	117147029	117172681	11	SLC30A8
NM_001174063.1	chr8	-	38413627	38457446	18	FGFR1
NM_001174064.1	chr8	-	38413627	38440372	19	FGFR1
NM_001174065.1	chr8	-	38413627	38457446	18	FGFR1
NM_001174066.1	chr8	-	38413627	38457446	17	FGFR1
NM_001174067.1	chr8	-	38413627	38461106	19	FGFR1
NM_001174124.1	chr8	+	41490854	41507092	6	GOLGA7
NM_001174157.1	chr8	-	134478481	134712863	15	ZFAT
NM_001174158.1	chr8	-	134478481	134657720	14	ZFAT
NM_001174159.1	chr8	+	19319547	19394642	10	SH2D4A
NM_001174160.1	chr8	+	19313777	19394642	9	SH2D4A
NM_001177591.1	chr8	+	26293246	26370413	10	PPP2R2A
NM_001190720.2	chr8	+	42271370	42330979	21	IKBKB
NM_001190956.1	chr8	+	39584622	39610733	6	ADAM18
NM_001190972.1	chr8	-	90959006	90980435	6	C8orf88
NM_001191035.1	chr8	-	92886621	92916989	5	TRIQK
NM_001191036.1	chr8	-	92886621	92916989	5	TRIQK
NM_001193502.1	chr8	-	66948050	66961765	4	TCF24
NM_001193557.1	chr8	+	109336136	109343481	5	ENY2
NM_001193630.1	chr8	+	7947421	7952391	7	ZNF705B
NM_001195102.1	chr8	-	30679519	30727835	12	GSR
NM_001195103.1	chr8	-	30679519	30727835	12	GSR
NM_001195104.1	chr8	-	30679519	30727835	11	GSR
NM_001195203.1	chr8	-	143579791	143586845	8	EEF1D
NM_001195257.1	chr8	-	12064388	12071747	2	LOC100133267
NM_001195639.1	chr8	+	68331012	68533166	7	C8orf34
NM_001195797.1	chr8	+	73991442	74029054	4	LY96
NM_001197020.1	chr8	+	10525585	10554032	5	PRSS55
NM_001197293.2	chr8	+	26514325	26655706	14	DPYSL2
NM_001198532.1	chr8	+	106448022	106750941	16	OXR1
NM_001198533.1	chr8	+	106359613	106750941	17	OXR1
NM_001198534.1	chr8	+	106726243	106750941	7	OXR1
NM_001198535.1	chr8	+	106726243	106750941	6	OXR1
NM_001198625.1	chr8	-	91960241	92062552	15	RUNX1T1
NM_001198626.1	chr8	-	91960241	92076052	13	RUNX1T1
NM_001198627.1	chr8	-	91960241	92076052	14	RUNX1T1
NM_001198628.1	chr8	-	91960241	92076052	12	RUNX1T1
NM_001198629.1	chr8	-	91960241	92076052	12	RUNX1T1
NM_001198630.1	chr8	-	91960241	92076052	13	RUNX1T1
NM_001198631.1	chr8	-	91960241	92076052	12	RUNX1T1
NM_001198632.1	chr8	-	91960241	92062552	12	RUNX1T1
NM_001198633.1	chr8	-	91960241	92102884	11	RUNX1T1
NM_001198634.1	chr8	-	91960241	92095467	11	RUNX1T1
NM_001198679.1	chr8	-	91960241	92095467	12	RUNX1T1
NM_001198827.1	chr8	+	22599720	22603218	6	C8orf58
NM_001199.3	chr8	+	22165405	22201203	16	BMP1
NM_001199214.1	chr8	+	79611195	79664816	6	STMN2
NM_001199279.1	chr8	-	42753178	42768430	5	CHRNA6
NM_001199649.1	chr8	-	140659465	140890737	33	PTK2
NM_001199659.2	chr8	+	38392635	38408274	11	LETM2
NM_001199660.2	chr8	+	38394205	38408274	11	LETM2
NM_001199729.2	chr8	+	10207888	10428312	7	MSRA
NM_001199859.2	chr8	-	107251854	107497558	9	ANGPT1
NM_001199880.1	chr8	-	22690472	22692341	2	EGR3
NM_001199881.1	chr8	-	22690472	22691474	2	EGR3
NM_001199886.1	chr8	-	78733712	78804922	5	IL7
NM_001199887.1	chr8	-	78733712	78804922	5	IL7
NM_001199888.1	chr8	-	78733712	78804922	4	IL7
NM_001199975.2	chr8	-	96231054	96231935	5	UQCRB
NM_001201329.1	chr8	-	9140793	9141651	2	PPP1R3B
NM_001204173.1	chr8	+	66793736	66859581	19	C8orf44-SGK3
NM_001204180.1	chr8	-	123226472	123267293	6	ZHX1-C8orf76
NM_001204824.1	chr8	-	132129261	132447226	15	KCNQ3
NM_001204857.1	chr8	-	73946629	73959768	4	TCEB1
NM_001204858.1	chr8	-	73946629	73959768	5	TCEB1
NM_001204859.1	chr8	-	73946629	73959768	5	TCEB1
NM_001204860.1	chr8	-	73946629	73959768	5	TCEB1
NM_001204861.1	chr8	-	73946629	73959768	6	TCEB1
NM_001204862.1	chr8	-	73946629	73959768	5	TCEB1
NM_001204863.1	chr8	-	73946629	73956010	3	TCEB1
NM_001204864.1	chr8	-	73946629	73956010	3	TCEB1
NM_001204869.1	chr8	+	133191144	133227529	3	WISP1
NM_001204870.1	chr8	+	133191144	133227710	2	WISP1
NM_001204878.1	chr8	+	38176869	38210493	4	BAG4
NM_001205262.2	chr8	-	94432606	94467539	4	RAD54B
NM_001205263.1	chr8	-	94372169	94407667	13	RAD54B
NM_001205266.1	chr8	-	7414960	7416827	2	DEFB4B
NM_001206847.1	chr8	+	30645309	30645597	3	SMIM18
NM_001242318.2	chr8	-	65719289	65841508	13	PDE7A
NM_001242463.1	chr8	-	123503372	123541014	7	FBXO32
NM_001242644.1	chr8	+	60517207	60620769	7	RAB2A
NM_001242668.1	chr8	-	93134293	93166767	3	C8orf87
NM_001242778.1	chr8	+	42272182	42330979	21	IKBKB
NM_001243237.1	chr8	-	73241456	73259458	4	C8orf89
NM_001243974.1	chr8	+	22441409	22540802	15	PPP3CC
NM_001243975.1	chr8	+	22441409	22540802	13	PPP3CC
NM_001244604.1	chr8	+	26582037	26655706	14	DPYSL2
NM_001247996.1	chr8	-	130054730	130361707	31	ASAP1
NM_001252402.2	chr8	-	144353347	144354767	5	TMEM249
NM_001252404.2	chr8	-	144353306	144354767	4	TMEM249
NM_001253815.1	chr8	+	144359293	144361015	5	SLC52A2
NM_001253816.1	chr8	+	144359293	144361015	5	SLC52A2
NM_001254752.1	chr8	-	96231104	96235530	5	UQCRB
NM_001256099.1	chr8	+	103372551	103382600	4	CTHRC1
NM_001256113.1	chr8	-	491571	544757	4	TDRP
NM_001256141.1	chr8	-	94432130	94436868	2	FSBP
NM_001256312.1	chr8	-	98455841	98883756	13	STK3
NM_001256313.1	chr8	-	98455841	98825540	9	STK3
NM_001256339.1	chr8	-	23681220	23682889	3	NKX3-1
NM_001256482.1	chr8	+	27500983	27544522	19	EPHX2
NM_001256483.1	chr8	+	27503615	27544522	18	EPHX2
NM_001256484.1	chr8	+	27500983	27544522	19	EPHX2
NM_001256596.1	chr8	+	49072830	49075173	5	C8orf22
NM_001256597.1	chr8	+	49072830	49075173	5	C8orf22
NM_001256598.1	chr8	+	49072830	49074531	5	C8orf22
NM_001256763.1	chr8	-	129842141	129879461	13	FAM49B
NM_001256869.1	chr8	-	12132416	12134009	1	USP17L7
NM_001256871.1	chr8	-	7976392	7977985	1	USP17L3
NM_001256872.1	chr8	-	7971660	7973253	1	USP17L8
NM_001256873.1	chr8	+	7332386	7333979	1	USP17L1
NM_001256874.1	chr8	+	7337114	7338707	1	USP17L4
NM_001257180.1	chr8	-	42417802	42472390	11	SLC20A2
NM_001257181.1	chr8	-	42417802	42472390	11	SLC20A2
NM_001257317.1	chr8	+	104348552	104356148	3	DCSTAMP
NM_001258211.1	chr8	-	28428726	28483446	8	FBXO16
NM_001258432.1	chr8	-	133238877	133264553	14	NDRG1
NM_001258433.1	chr8	-	133238877	133262129	15	NDRG1
NM_001258446.1	chr8	-	143309440	143329415	15	TOP1MT
NM_001258447.1	chr8	-	143309440	143329415	14	TOP1MT
NM_001261832.1	chr8	+	38107047	38139071	15	ASH2L
NM_001261843.1	chr8	+	143649992	143651483	2	ZNF623
NM_001265581.1	chr8	-	33499172	33512613	8	TTI2
NM_001267708.1	chr8	-	101200001	101201741	6	ZNF706
NM_001267709.1	chr8	-	101200001	101201741	4	ZNF706
NM_001270377.1	chr8	-	100522554	100529833	5	ANKRD46
NM_001270378.1	chr8	-	100522554	100529833	5	ANKRD46
NM_001270379.1	chr8	-	100510576	100529833	6	ANKRD46
NM_001271015.1	chr8	-	73780479	73878909	6	UBE2W
NM_001271096.1	chr8	-	143816519	143829303	11	PUF60
NM_001271097.1	chr8	-	143816519	143829303	10	PUF60
NM_001271098.1	chr8	-	143816519	143829303	12	PUF60
NM_001271099.1	chr8	-	143816519	143829303	11	PUF60
NM_001271100.1	chr8	-	143816519	143821895	11	PUF60
NM_001271156.2	chr8	+	143249840	143250440	3	ZFP41
NM_001272036.1	chr8	+	144519725	144521478	5	LRRC14
NM_001277145.1	chr8	+	80485783	80519528	6	ZBTB10
NM_001277161.1	chr8	+	1548693	1701406	11	DLGAP2
NM_001277196.1	chr8	+	132777828	132845923	20	PHF20L1
NM_001277813.1	chr8	+	63172740	63209706	6	YTHDF3
NM_001277814.1	chr8	+	63172740	63209706	6	YTHDF3
NM_001277815.1	chr8	+	63186164	63209706	6	YTHDF3
NM_001277816.1	chr8	+	63186164	63209706	4	YTHDF3
NM_001277817.1	chr8	+	63186164	63209706	5	YTHDF3
NM_001277818.1	chr8	+	63186164	63209706	5	YTHDF3
NM_001277971.1	chr8	+	43103548	43122877	4	POMK
NM_001278113.1	chr8	-	39744859	39838185	20	ADAM2
NM_001278114.1	chr8	-	39744859	39838185	20	ADAM2
NM_001278645.1	chr8	+	124543153	124549892	4	NDUFB9
NM_001278646.1	chr8	+	124543114	124549892	4	NDUFB9
NM_001278938.1	chr8	+	109550824	109564559	7	EBAG9
NM_001278945.1	chr8	-	27810304	27833113	8	PBK
NM_001279352.1	chr8	-	142658854	142666058	4	JRK
NM_001279356.1	chr8	-	54048064	54101823	8	LYPLA1
NM_001279357.1	chr8	-	54048064	54101823	8	LYPLA1
NM_001279358.1	chr8	-	54048064	54101823	9	LYPLA1
NM_001279359.1	chr8	-	54048064	54065807	9	LYPLA1
NM_001279360.1	chr8	-	54048064	54063350	9	LYPLA1
NM_001280539.1	chr8	-	100258555	100288174	11	RNF19A
NM_001280557.1	chr8	-	144412537	144413369	4	SLC39A4
NM_001280561.1	chr8	-	144353347	144354767	6	TMEM249
NM_001282189.1	chr8	+	30744189	30766394	8	UBXN8
NM_001282199.1	chr8	+	30744189	30766394	7	UBXN8
NM_001282272.1	chr8	+	38110394	38139071	15	ASH2L
NM_001282356.1	chr8	+	91249651	91395097	20	SLC26A7
NM_001282357.1	chr8	+	91340428	91395097	19	SLC26A7
NM_001282455.1	chr8	-	27461628	27471058	7	CHRNA2
NM_001282478.1	chr8	-	7779160	7781236	4	PRR23D2
NM_001282479.1	chr8	+	7539804	7541880	4	PRR23D1
NM_001282534.1	chr8	-	139618257	139702992	2	KCNK9
NM_001282795.1	chr8	+	144829087	144843168	5	ZNF7
NM_001282796.1	chr8	+	144829087	144846178	5	ZNF7
NM_001282797.1	chr8	+	144841395	144843168	4	ZNF7
NM_001282851.1	chr8	-	79765187	79766263	2	HEY1
NM_001282863.1	chr8	-	107901074	108082638	5	RSPO2
NM_001282873.1	chr8	-	102254301	102412234	59	UBR5
NM_001282881.1	chr8	+	103819507	104251820	21	RIMS2
NM_001282882.1	chr8	+	104223651	104251820	6	RIMS2
NM_001282902.2	chr8	-	115414022	115667883	6	TRPS1
