ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000035053	CDS					YIL017C		9	320965	318200	C	NA	2011-02-03	1994-12-10	
S000001278	gene	Verified	YIL016W	SNL1		chromosome 9	L000004403	9	321454	321933	W	NA	2011-02-03	1994-12-10	Ribosome-associated protein proposed to act in protein synthesis and nuclear pore complex biogenesis and maintenance as well as protein folding; has similarity to the mammalian BAG-1 protein
S000035003	CDS					YIL016W		9	321454	321933	W	NA	2011-02-03	1994-12-10	
S000001277	gene	Verified	YIL015W	BAR1	SST1	chromosome 9	L000000160	9	322342	324105	W	-12	2011-02-03	1994-12-10	Aspartyl protease secreted into the periplasmic space of mating type a cells, helps cells find mating partners, cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest
S000034859	CDS					YIL015W		9	322342	324105	W	NA	2011-02-03	1994-12-10	
S000006534	tRNA		tD(GUC)I1			chromosome 9	L000003873	9	324374	324303	C	NA	2011-02-03	1994-12-10	Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
S000030656	noncoding_exon					tD(GUC)I1		9	324374	324303	C	NA	2011-02-03	1994-12-10	
S000007019	long_terminal_repeat		YILWsigma3			chromosome 9		9	324391	324734	W	NA	2011-02-03	1994-12-10	Ty3 LTR
S000007016	long_terminal_repeat		YILWdelta4			chromosome 9		9	324831	325164	W	NA	2011-02-03	1994-12-10	Ty1 LTR
S000003536	gene	Uncharacterized	YIL014C-A		YIL015C-A	chromosome 9		9	325526	325212	C	NA	2011-02-03	1994-12-10	Putative protein of unknown function
S000035773	CDS					YIL014C-A		9	325526	325212	C	NA	2011-02-03	1994-12-10	
S000006742	tRNA		tT(AGU)I2			chromosome 9	L000003870	9	325748	325820	W	NA	2011-02-03	1994-12-10	Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis
S000036347	noncoding_exon					tT(AGU)I2		9	325748	325820	W	NA	2011-02-03	1994-12-10	
S000001276	gene	Verified	YIL014W	MNT3		chromosome 9		9	326103	327995	W	NA	2011-02-03	1994-12-10	Alpha-1,3-mannosyltransferase, adds the fourth and fifth alpha-1,3-linked mannose residues to O-linked glycans during protein O-glycosylation
S000033990	CDS					YIL014W		9	326103	327995	W	NA	2011-02-03	1994-12-10	
S000001275	gene	Verified	YIL013C	PDR11	ATP-binding cassette multidrug transporter PDR11	chromosome 9	L000003163	9	332442	328207	C	NA	2011-02-03	1994-12-10	ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog, AUS1, that arose from the whole genome duplication
S000033824	CDS					YIL013C		9	332442	328207	C	NA	2011-02-03	1994-12-10	
S000001274	gene	Dubious	YIL012W			chromosome 9		9	333011	333352	W	NA	2011-02-03	1994-12-10|2011-02-03	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000033748	CDS					YIL012W		9	333011	333352	W	NA	2011-02-03	1994-12-10|2011-02-03	
S000001273	gene	Verified	YIL011W	TIR3	YIB1	chromosome 9		9	333727	334536	W	NA	2011-02-03	1994-12-10	Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog, TIR2, that arose from the whole genome duplication
S000033633	CDS					YIL011W		9	333727	334536	W	NA	2011-02-03	1994-12-10	
S000001272	gene	Verified	YIL010W	DOT5		chromosome 9	L000004392	9	334882	335529	W	NA	2011-02-03	1994-12-10	Nuclear thiol peroxidase which functions as an alkyl-hydroperoxide reductase during post-diauxic growth
S000030341	CDS					YIL010W		9	334882	335529	W	NA	2011-02-03	1994-12-10	
S000006432	gene	Verified	YIL009C-A	EST3		chromosome 9	L000004271	9	336212	335666	C	NA	2011-02-03	1997-10-20	Component of the telomerase holoenzyme, involved in telomere replication
S000031928	CDS					YIL009C-A		9	335935	335666	C	NA	2011-02-03	1997-10-20	
S000031927	CDS					YIL009C-A		9	336212	335937	C	NA	2011-02-03	1997-10-20	
S000031929	plus_1_translational_frameshift					YIL009C-A		9	335936	335936	C	NA	2011-02-03	1997-10-20	
S000006535	tRNA		tD(GUC)I2			chromosome 9	L000003872	9	336420	336349	C	NA	2011-02-03	1994-12-10	Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
S000030659	noncoding_exon					tD(GUC)I2		9	336420	336349	C	NA	2011-02-03	1994-12-10	
S000007014	long_terminal_repeat		YILCdelta5			chromosome 9		9	336897	336708	C	NA	2011-02-03	1994-12-10	Ty1 LTR
S000001271	gene	Verified	YIL009W	FAA3	long-chain fatty acid-CoA ligase FAA3	chromosome 9	L000000596	9	339344	341428	W	NA	2011-02-03	1994-12-10	Long chain fatty acyl-CoA synthetase, activates imported fatty acids; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery
S000030759	CDS					YIL009W		9	339344	341428	W	NA	2011-02-03	1994-12-10	
S000118398	ARS		ARS919		ARSIX-342	chromosome 9		9	341857	342099		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000001270	gene	Verified	YIL008W	URM1	ubiquitin-related modifier URM1	chromosome 9	S000007535	9	342536	342835	W	NA	2011-02-03	1994-12-10	Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs; receives sulfur from the E1-like enzyme Uba4p and transfers it to tRNA; also functions as a protein tag with roles in nutrient sensing and oxidative stress response
S000030686	CDS					YIL008W		9	342536	342835	W	NA	2011-02-03	1994-12-10	
S000001269	gene	Verified	YIL007C	NAS2		chromosome 9		9	343656	342994	C	NA	2011-02-03	1994-12-10	Proteasome-interacting protein; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); similar to mammalian proteasomal modulator subunit; non-essential gene; interacts with Rpn4p; protein abundance increases in response to DNA replication stress
S000030556	CDS					YIL007C		9	343656	342994	C	NA	2011-02-03	1994-12-10	
S000001268	gene	Verified	YIL006W	YIA6	NDT1	chromosome 9		9	344062	345183	W	NA	2011-02-03	1994-12-10	Mitochondrial NAD+ transporter; involved in the transport of NAD+ into the mitochondria (see also YEA6); member of the mitochondrial carrier subfamily; disputed role as a pyruvate transporter; has putative mouse and human orthologs; YIA6 has a paralog, YEA6, that arose from the whole genome duplication
S000030529	CDS					YIL006W		9	344062	345183	W	NA	2011-02-03	1994-12-10	
S000001267	gene	Verified	YIL005W	EPS1	protein disulfide isomerase EPS1	chromosome 9		9	345692	347797	W	NA	2011-02-03	1994-12-10	ER protein with chaperone and co-chaperone activity, involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family
S000030455	CDS					YIL005W		9	345692	347797	W	NA	2011-02-03	1994-12-10	
S000001266	gene	Verified	YIL004C	BET1	SLY12	chromosome 9	L000000171	9	348505	347946	C	NA	2011-02-03	1994-12-10	Type II membrane protein required for vesicular transport between the endoplasmic reticulum and Golgi complex; v-SNARE with similarity to synaptobrevins
S000037580	CDS					YIL004C		9	348363	347946	C	NA	2011-02-03	1994-12-10	
S000037579	CDS					YIL004C		9	348505	348495	C	NA	2011-02-03	1994-12-10	
S000037581	intron					YIL004C		9	348494	348364	C	NA	2011-02-03	1994-12-10	
S000001265	gene	Verified	YIL003W	CFD1	DRE3	chromosome 9		9	349122	350003	W	NA	2011-02-03	1994-12-10	Highly conserved, iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol
S000037556	CDS					YIL003W		9	349122	350003	W	NA	2011-02-03	1994-12-10	
S000028835	gene	Uncharacterized	YIL002W-A			chromosome 9		9	350301	350510	W	NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000034485	CDS					YIL002W-A		9	350301	350510	W	NA	2011-02-03	2003-07-29	
S000001264	gene	Verified	YIL002C	INP51	phosphoinositide 5-phosphatase INP51|SJL1	chromosome 9	L000003319	9	353431	350591	C	NA	2011-02-03	1994-12-10	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase, synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth
S000032035	CDS					YIL002C		9	353431	350591	C	NA	2011-02-03	1994-12-10	
S000001263	gene	Uncharacterized	YIL001W			chromosome 9		9	353940	355481	W	NA	2011-02-03	1994-12-10	Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm
S000031993	CDS					YIL001W		9	353940	355481	W	NA	2011-02-03	1994-12-10	
S000006470	centromere		CEN9	CEN9		chromosome 9	L000000302	9	355629	355745	W	0	2011-02-03	1994-12-10|2006-05-09	Chromosome IX centromere
S000077275	CDEI					CEN9		9	355629	355638	W	NA	2011-02-03	2004-10-05	
S000077276	CDEII					CEN9		9	355639	355720	W	NA	2011-02-03	2004-10-05	
S000077277	CDEIII					CEN9		9	355721	355745	W	NA	2011-02-03	2004-10-05	
S000001440	gene	Verified	YIR001C	SGN1	RBP29|RBP1	chromosome 9		9	356895	356143	C	NA	2011-02-03	1994-12-10	Cytoplasmic RNA-binding protein, contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic interactions with genes encoding proteins involved in translational initiation
S000032594	CDS					YIR001C		9	356895	356143	C	NA	2011-02-03	1994-12-10	
S000118399	ARS		ARS920		ARSIX-357	chromosome 9		9	357160	357396		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000001441	gene	Verified	YIR002C	MPH1		chromosome 9		9	360396	357415	C	NA	2011-02-03	1994-12-10	3-5 DNA helicase involved in error-free bypass of DNA lesions; binds to flap DNA in an error-free bypass pathway and stimulates the activity of Rad27p and Dna2p; also involved in interstrand cross-link repair mutations confer a mutator phenotype; similarity to FANCM, a human Fanconi anemia complementation group protein that along with the MHF complex is involved in stabilizing and remodeling blocked replication forks; member of the SF2 DExD/H superfamily of helicases
S000032716	CDS					YIR002C		9	360396	357415	C	NA	2011-02-03	1994-12-10	
S000001442	gene	Verified	YIR003W	AIM21		chromosome 9		9	360885	362924	W	NA	2011-02-03	1994-12-10	Protein of unknown function involved in mitochondrial migration along actin filament; may interact with ribosomes; GFP-fusion protein colocalizes with Sac1p to the actin cytoskeleton
S000032876	CDS					YIR003W		9	360885	362924	W	NA	2011-02-03	1994-12-10	
S000130161	ARS		ARS921			chromosome 9		9	362924	363221		NA	2011-02-03	2009-05-07	Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay
S000001443	gene	Verified	YIR004W	DJP1	PAS22|ICS1	chromosome 9	L000003966	9	363221	364519	W	NA	2011-02-03	1994-12-10	Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ
S000033586	CDS					YIR004W		9	363221	364519	W	NA	2011-02-03	1994-12-10	
S000001444	gene	Verified	YIR005W	IST3	SNU17	chromosome 9		9	364889	365335	W	NA	2011-02-03	1994-12-10	Component of the U2 snRNP, required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing
S000033658	CDS					YIR005W		9	364889	365335	W	NA	2011-02-03	1994-12-10	
S000001445	gene	Verified	YIR006C	PAN1	DIM2|MIP3|MDP3	chromosome 9	L000001335	9	369908	365466	C	NA	2011-02-03	1994-12-10	Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p, associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates the Arp2/3 complex in vitro; previously thought to be a subunit of poly(A) ribonuclease
S000033724	CDS					YIR006C		9	369908	365466	C	NA	2011-02-03	1994-12-10	
S000006556	tRNA		tE(UUC)I			chromosome 9	L000003871	9	370417	370488	W	NA	2011-02-03	1994-12-10	Glutamate tRNA (tRNA-Glu), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
S000035987	noncoding_exon					tE(UUC)I		9	370417	370488	W	NA	2011-02-03	1994-12-10	
S000001446	gene	Uncharacterized	YIR007W		hydrolase	chromosome 9		9	370704	372998	W	NA	2011-02-03	1994-12-10	Putative glycosidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YIR007W is a non-essential gene
S000034669	CDS					YIR007W		9	370704	372998	W	NA	2011-02-03	1994-12-10	
S000001447	gene	Verified	YIR008C	PRI1		chromosome 9	L000001489	9	374306	373077	C	NA	2011-02-03	1994-12-10	Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair
S000034753	CDS					YIR008C		9	374306	373077	C	NA	2011-02-03	1994-12-10	
S000001448	gene	Verified	YIR009W	MSL1	YIB9|YIB9w	chromosome 9	L000004502	9	374525	374860	W	NA	2011-02-03	1994-12-10	U2B component of U2 snRNP, involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members
S000034977	CDS					YIR009W		9	374525	374860	W	NA	2011-02-03	1994-12-10	
S000001449	gene	Verified	YIR010W	DSN1		chromosome 9	L000004645	9	375431	377161	W	NA	2011-02-03	1994-12-10	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; important for chromosome segregation
S000035994	CDS					YIR010W		9	375431	377161	W	NA	2011-02-03	1994-12-10	
S000001450	gene	Verified	YIR011C	STS1	SSM5|DBF8	chromosome 9	L000000489	9	378246	377287	C	NA	2011-02-03	1994-12-10	Protein required for localizing proteasomes to the nucleus; interacts with the karyopherin Srp1p; involved in ubiquitin-mediated protein degradation
S000036807	CDS					YIR011C		9	378246	377287	C	NA	2011-02-03	1994-12-10	
S000001451	gene	Verified	YIR012W	SQT1		chromosome 9	L000003431	9	378486	379781	W	NA	2011-02-03	1994-12-10	Protein involved in 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress
S000036906	CDS					YIR012W		9	378486	379781	W	NA	2011-02-03	1994-12-10	
S000001452	gene	Verified	YIR013C	GAT4		chromosome 9	S000007452	9	380384	380019	C	NA	2011-02-03	1994-12-10	Protein containing GATA family zinc finger motifs
S000036935	CDS					YIR013C		9	380384	380019	C	NA	2011-02-03	1994-12-10	
S000001453	gene	Uncharacterized	YIR014W			chromosome 9		9	381086	381814	W	NA	2011-02-03	2003-09-22|1994-12-10	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; YIR014W is a non-essential gene
S000037725	CDS					YIR014W		9	381086	381814	W	NA	2011-02-03	2003-09-22|1994-12-10	
S000001454	gene	Verified	YIR015W	RPR2		chromosome 9	L000004310	9	381948	382382	W	NA	2011-02-03	1994-12-10	Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5 ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P, in contrast to all other RNase P protein subunits; protein abundance increases in response to DNA replication stress
S000037806	CDS					YIR015W		9	381948	382382	W	NA	2011-02-03	1994-12-10	
S000001455	gene	Uncharacterized	YIR016W			chromosome 9		9	382628	383425	W	NA	2011-02-03	1994-12-10	Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog, YOL036W, that arose from the whole genome duplication
S000037904	CDS					YIR016W		9	382628	383425	W	NA	2011-02-03	1994-12-10	
S000028799	gene	Dubious	YIR017W-A			chromosome 9		9	383566	384165	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033566	CDS					YIR017W-A		9	383566	384165	W	NA	2011-02-03	2003-07-29	
S000001456	gene	Verified	YIR017C	MET28		chromosome 9	L000001092	9	384119	383556	C	NA	2011-02-03	1994-12-10	Basic leucine zipper (bZIP) transcriptional activator in the Cbf1p-Met4p-Met28p complex, participates in the regulation of sulfur metabolism
